n,k,pzl,bt_valid,bt_time_ns,bt_recs,bt_space_B,cp_valid,cp_time_ns,cp_recs,cp_space_B
2,2,4 1 2 3 3 2 1 4 1 4 3 2 0 3 0 1,True,0,2,704,True,0,0,1440
2,2,4 3 1 2 1 2 4 3 2 0 0 4 3 4 2 1,True,0,2,704,True,0,0,1440
2,2,4 2 0 3 0 3 4 2 2 1 3 4 3 4 2 1,True,0,2,704,True,0,0,1440
2,2,2 1 3 0 0 4 2 1 1 3 4 2 4 2 1 3,True,0,2,704,True,0,0,1440
2,2,1 0 3 4 3 0 1 2 2 3 4 1 4 1 2 3,True,0,2,704,True,0,0,1440
2,2,4 0 0 2 1 2 4 3 2 1 3 4 3 4 2 1,True,0,2,704,True,0,0,1440
2,2,4 2 3 1 3 1 0 4 1 3 4 2 0 4 1 3,True,0,2,704,True,0,0,1440
2,2,4 3 2 1 2 1 0 3 3 2 1 4 1 4 0 2,True,0,2,704,True,0,0,1440
2,2,2 3 4 1 4 1 0 0 1 4 2 3 3 2 1 4,True,0,2,704,True,0,0,1440
2,2,1 4 3 2 3 2 1 4 0 3 2 1 2 1 0 3,True,0,2,704,True,0,0,1440
2,2,4 1 3 2 0 3 4 0 3 2 1 4 1 4 2 3,True,0,2,704,True,0,0,1440
2,2,2 3 1 4 1 0 2 3 0 2 3 1 3 1 4 2,True,0,2,704,True,0,0,1440
2,2,3 2 1 4 4 1 3 2 1 4 0 3 2 0 4 1,True,0,2,704,True,0,0,1440
2,2,4 1 2 3 2 3 0 4 1 4 3 2 3 2 0 1,True,0,2,704,True,0,0,1440
2,2,1 4 2 3 2 3 4 0 4 1 0 2 3 2 1 4,True,0,2,704,True,0,0,1440
2,2,3 1 4 2 2 4 0 3 4 2 3 1 1 0 2 4,True,0,2,704,True,0,0,1440
2,2,1 2 4 3 4 3 1 0 2 4 3 0 3 1 2 4,True,0,2,704,True,0,0,1440
2,2,2 4 1 0 3 1 4 2 1 2 3 4 4 0 2 1,True,0,2,704,True,0,0,1440
2,2,3 0 4 2 4 2 3 0 2 4 1 3 1 3 2 4,True,0,2,704,True,0,0,1440
2,2,0 1 2 4 4 2 1 3 1 0 3 2 2 3 4 1,True,0,2,704,True,0,0,1440
2,2,2 3 4 1 1 4 0 3 3 2 1 4 4 0 3 2,True,0,2,704,True,0,0,1440
2,3,4 2 1 3 1 3 4 2 3 4 0 0 0 1 3 4,True,0,3,800,True,0,0,1656
2,3,2 1 0 3 4 3 1 2 3 4 2 1 0 2 3 0,True,0,3,800,True,0,0,1656
2,3,4 1 3 0 3 2 4 1 2 3 1 4 1 0 2 0,True,0,3,800,True,0,0,1656
2,3,0 4 0 3 1 3 4 2 0 1 2 4 4 2 3 1,True,0,3,800,True,0,0,1656
2,3,0 0 4 3 3 4 2 1 2 1 3 4 4 3 0 2,True,0,3,800,True,0,0,1656
2,3,3 0 1 0 0 2 3 4 2 3 4 1 4 1 2 3,True,0,3,800,True,0,0,1656
2,3,0 1 2 4 2 4 3 1 1 3 0 2 0 2 1 3,True,0,3,800,True,0,0,1656
2,3,0 2 4 1 4 1 3 2 2 3 1 4 1 0 2 0,True,0,3,800,True,0,0,1656
2,3,0 1 2 4 2 4 3 0 4 3 1 2 1 2 0 3,True,0,3,800,True,0,0,1656
2,3,3 1 0 4 2 4 1 3 4 0 3 1 1 0 4 2,True,0,3,800,True,0,0,1656
2,3,4 2 3 0 0 3 2 4 2 0 4 3 3 4 1 2,True,0,3,800,True,0,0,1656
2,3,3 2 4 1 1 4 0 2 2 3 0 0 4 1 2 3,True,0,3,800,True,0,0,1656
2,3,2 3 4 1 0 1 3 2 0 2 1 4 1 0 2 3,True,0,3,800,True,0,0,1656
2,3,0 2 1 4 4 1 2 3 2 3 4 1 1 4 0 0,True,0,3,800,True,0,0,1656
2,3,3 4 1 2 2 0 0 3 4 3 2 0 1 2 3 4,True,0,3,800,True,0,0,1656
2,3,4 1 2 3 3 0 4 1 1 0 3 2 2 0 1 4,True,0,3,800,True,0,0,1656
2,3,3 4 2 1 1 2 4 3 0 1 3 2 0 3 1 0,True,0,3,800,True,0,0,1656
2,3,3 0 4 2 2 0 1 3 1 3 2 0 4 2 3 1,True,0,3,800,True,0,0,1656
2,3,2 3 0 1 1 4 3 0 3 1 2 4 4 0 1 3,True,0,3,800,True,0,0,1656
2,3,4 1 2 3 2 0 0 1 3 4 1 2 1 2 3 0,True,0,3,800,True,0,0,1656
2,3,2 1 3 4 3 0 2 1 1 3 4 0 4 2 0 3,True,0,3,800,True,0,0,1656
2,3,0 3 4 2 2 4 3 1 4 1 0 3 3 0 1 4,True,0,3,800,True,0,0,1656
2,3,1 4 3 2 2 3 4 0 0 2 1 4 4 1 2 0,True,0,3,800,True,0,0,1656
2,3,4 2 3 1 1 3 2 4 3 0 0 2 2 1 4 0,True,0,3,800,True,0,0,1656
2,3,3 4 2 1 0 2 4 3 4 0 3 2 2 3 1 0,True,0,3,800,True,0,0,1656
2,3,1 3 4 2 2 4 3 1 0 2 1 0 4 0 2 3,True,0,3,800,True,0,0,1656
2,3,4 1 3 2 2 0 0 4 3 4 2 1 1 0 4 3,True,0,3,800,True,0,0,1656
2,3,0 3 2 0 4 2 3 1 2 1 4 3 0 4 1 2,True,0,3,800,True,0,0,1656
2,3,4 1 2 3 2 3 4 1 0 2 0 4 3 4 1 0,True,0,3,800,True,0,0,1656
2,3,4 2 3 1 1 3 2 4 3 4 0 0 2 0 4 3,True,0,3,800,True,0,0,1656
2,3,4 0 3 1 1 3 2 0 3 1 4 2 0 4 1 3,True,0,3,800,True,0,0,1656
2,3,4 3 1 2 1 2 3 0 2 1 4 0 3 4 0 1,True,0,3,800,True,0,0,1656
2,3,0 2 3 1 0 1 2 4 1 3 0 2 2 4 1 3,True,0,3,800,True,0,0,1656
2,3,3 4 0 0 1 2 4 3 4 3 2 1 2 1 0 4,True,0,3,800,True,0,0,1656
2,3,1 4 0 0 2 3 4 1 4 1 2 0 3 2 1 4,True,0,3,800,True,0,0,1656
2,3,4 3 0 0 0 2 4 3 2 1 3 4 3 4 1 2,True,0,3,800,True,0,0,1656
2,3,4 1 2 3 3 2 4 0 1 0 3 2 2 3 0 4,True,0,3,800,True,0,0,1656
2,3,2 4 1 3 0 3 4 0 4 2 3 1 0 1 2 4,True,0,3,800,True,0,0,1656
2,3,4 1 3 0 3 2 0 1 1 0 2 3 2 3 1 4,True,0,3,800,True,0,0,1656
2,3,2 0 4 3 4 3 2 1 1 0 3 4 3 4 0 2,True,0,3,800,True,0,0,1656
2,4,3 1 4 2 0 2 1 3 1 3 2 4 2 0 0 0,True,0,4,896,True,0,0,1872
2,4,3 2 0 1 1 0 3 2 0 1 2 3 2 3 0 4,True,0,4,896,True,0,0,1872
2,4,0 0 0 2 3 0 1 4 2 1 4 3 4 3 2 1,True,0,4,896,True,0,0,1872
2,4,2 4 1 3 3 1 0 4 4 2 0 1 0 3 0 2,True,0,4,896,True,0,0,1872
2,4,0 1 3 4 3 4 0 1 1 3 4 2 4 0 1 0,True,0,4,896,True,0,0,1872
2,4,0 3 2 1 1 0 4 3 2 1 3 4 0 4 1 0,True,0,4,896,True,0,0,1872
2,4,1 2 4 3 3 4 2 1 4 0 0 2 2 0 1 0,True,0,4,896,True,0,0,2232
2,4,0 3 2 4 4 2 3 0 2 0 1 3 3 1 4 0,True,0,4,896,True,0,0,1872
2,4,0 1 0 4 4 3 2 1 3 4 0 2 1 2 4 0,True,0,4,896,True,0,0,1872
2,4,4 3 1 2 2 1 0 0 1 0 2 3 3 0 4 1,True,0,4,896,True,0,0,1872
2,4,0 4 3 0 2 0 4 1 4 0 2 3 3 2 1 4,True,0,4,896,True,0,0,1872
2,4,1 3 0 2 2 4 3 1 4 1 2 3 3 0 0 0,True,0,4,896,True,0,0,1872
2,4,0 0 0 4 4 2 1 3 1 4 3 2 2 0 4 1,True,0,4,896,True,0,0,1872
2,4,4 0 3 0 3 0 4 2 2 3 1 4 1 4 2 0,True,0,5,896,True,0,0,2232
2,4,2 0 1 3 1 3 2 4 4 1 3 0 0 0 4 1,True,0,4,896,True,0,0,1872
2,4,0 2 4 3 3 4 0 1 4 1 3 2 2 0 1 0,True,0,4,896,True,0,0,1872
2,4,1 0 4 0 3 4 1 2 4 3 2 1 0 1 3 0,True,0,4,896,True,0,0,1872
2,4,3 0 1 4 1 4 3 2 4 1 2 3 0 0 0 1,True,0,4,896,True,15625000,0,1872
2,4,4 2 1 3 0 1 2 0 2 0 4 1 1 4 3 0,True,0,4,896,True,0,0,1872
2,4,4 2 1 3 3 1 4 2 0 3 2 4 2 0 0 0,True,0,4,896,True,0,0,1872
2,4,0 2 1 0 0 4 3 2 4 1 2 3 2 3 4 0,True,0,4,896,True,0,0,1872
2,4,1 2 0 3 3 4 0 1 2 3 1 0 0 1 3 2,True,0,4,896,True,0,0,1872
2,4,1 0 2 4 4 2 3 0 2 1 0 3 3 4 0 2,True,0,4,896,True,0,0,1872
2,4,3 4 0 2 2 1 0 0 4 3 0 1 1 2 3 4,True,0,4,896,True,0,0,1872
2,4,3 1 2 4 4 2 1 3 0 3 0 0 2 4 0 1,True,0,4,896,True,0,0,1872
2,4,2 0 3 0 1 3 4 2 4 1 2 3 0 2 0 4,True,0,4,896,True,0,0,1872
2,4,2 1 0 3 3 0 1 2 4 3 2 0 1 2 0 4,True,0,4,896,True,0,0,1872
2,4,2 0 0 0 4 1 3 2 1 4 2 3 0 2 1 4,True,0,4,896,True,0,0,1872
2,4,3 2 1 4 4 1 2 3 1 4 0 0 0 3 4 0,True,0,4,896,True,0,0,1872
2,4,1 4 3 2 0 3 0 1 3 0 1 4 4 0 2 3,True,0,4,896,True,0,0,1872
2,4,1 0 2 4 2 0 3 1 4 2 1 3 3 1 0 0,True,0,4,896,True,0,0,1872
2,4,0 0 1 4 4 1 2 3 1 4 3 2 3 0 4 0,True,0,4,896,True,0,0,1872
2,4,4 3 0 2 2 1 0 4 0 2 0 1 1 4 2 3,True,0,4,896,True,0,0,1872
2,4,3 1 2 4 2 0 3 1 4 3 0 2 1 0 4 0,True,0,4,896,True,0,0,1872
2,4,4 1 2 0 2 0 0 1 1 0 3 4 3 4 1 2,True,0,4,896,True,0,0,1872
2,4,1 4 2 0 3 2 4 0 4 1 3 2 0 0 1 4,True,0,4,896,True,0,0,1872
2,4,4 3 2 1 2 1 0 0 1 0 3 0 3 2 1 4,True,0,4,896,True,0,0,1872
2,4,0 3 0 2 2 1 0 3 0 4 2 1 1 2 3 4,True,0,4,896,True,0,0,1872
2,4,3 4 2 0 0 1 4 3 1 2 3 4 4 0 1 0,True,0,4,896,True,0,0,1872
2,4,3 4 1 0 1 2 3 0 4 3 0 1 2 1 4 0,True,0,4,896,True,0,0,1872
2,5,3 0 2 0 2 0 3 0 4 2 1 3 1 3 4 0,True,0,5,992,True,0,1,4600
2,5,3 0 4 2 2 0 1 0 1 0 2 4 4 2 0 1,True,0,5,992,True,0,0,2088
2,5,3 0 1 4 0 4 3 2 0 3 4 1 0 1 2 0,True,0,5,992,True,0,0,2088
2,5,0 2 4 0 0 4 2 0 2 3 1 4 4 1 3 0,True,0,5,992,True,0,1,4600
2,5,1 4 3 0 2 0 4 1 0 1 2 3 3 2 0 0,True,0,5,992,True,0,0,2088
2,5,2 0 4 3 0 0 1 2 1 2 3 0 0 4 2 1,True,0,6,992,True,0,0,2232
2,5,1 3 0 0 4 2 3 1 3 0 1 2 0 1 4 0,True,0,5,992,True,0,0,2088
2,5,0 4 0 0 1 2 4 3 4 3 1 2 0 1 3 0,True,0,5,992,True,0,0,2088
2,5,1 3 4 2 4 2 1 3 0 4 2 0 0 1 0 0,True,0,5,992,True,0,0,2088
2,5,3 0 1 0 1 2 3 4 2 1 4 0 0 3 0 1,True,0,5,992,True,0,0,2088
2,5,0 0 0 0 1 4 3 2 4 2 1 3 3 1 2 0,True,0,5,992,True,0,0,2088
2,5,2 1 4 3 0 0 1 0 3 4 0 1 0 2 3 4,True,0,5,992,True,0,0,2088
2,5,3 4 1 2 0 2 4 0 4 3 2 1 2 0 0 0,True,0,5,992,True,0,0,2088
2,5,4 0 1 0 1 0 0 4 2 0 4 3 3 4 2 1,True,0,6,992,True,0,0,2448
2,5,2 0 3 4 3 0 1 0 1 2 4 0 4 3 0 1,True,0,5,992,True,0,0,2088
2,5,4 3 1 2 0 2 0 0 2 1 3 4 3 0 0 1,True,0,5,992,True,0,0,2088
2,5,0 0 2 4 0 0 3 1 2 4 1 3 3 1 4 0,True,0,5,992,True,0,0,2088
2,5,2 1 3 4 4 3 1 2 1 0 0 3 0 0 4 0,True,0,6,992,True,0,0,2448
2,5,4 0 3 1 0 3 4 2 0 1 2 4 2 0 1 0,True,0,5,992,True,0,0,2088
2,5,3 1 2 4 0 4 1 3 0 0 3 1 1 0 0 2,True,0,5,992,True,0,0,2088
2,5,3 0 1 0 1 4 3 2 2 0 4 0 4 3 0 1,True,0,5,992,True,0,0,2088
2,5,3 2 1 0 0 4 3 2 4 0 2 1 2 0 4 0,True,0,5,992,True,0,0,2088
2,5,0 3 2 1 0 0 3 0 1 0 4 3 3 4 1 2,True,0,5,992,True,0,0,2088
2,5,2 1 3 4 0 0 0 2 0 2 4 3 4 0 2 1,True,0,5,992,True,0,0,2088
2,5,0 0 1 0 1 2 0 4 0 3 4 1 4 1 2 3,True,0,5,992,True,0,0,2088
2,5,1 3 4 0 4 0 1 0 3 1 0 0 2 4 3 1,True,0,5,992,True,0,0,2088
2,5,0 3 0 4 2 4 0 1 0 2 1 3 3 1 0 2,True,0,5,992,True,0,0,2088
2,5,4 1 2 0 2 3 4 1 3 0 1 4 0 0 3 0,True,0,5,992,True,0,0,2088
2,5,0 0 1 4 1 4 0 2 0 1 4 3 0 3 2 1,True,0,6,992,True,0,0,2448
2,5,1 3 2 4 2 4 1 3 0 2 3 0 0 1 0 0,True,0,5,992,True,0,0,2088
2,5,4 1 0 0 2 3 0 4 3 4 0 1 1 2 0 3,True,0,6,992,True,0,0,2448
2,5,3 4 1 2 2 1 3 4 0 3 0 1 0 2 0 0,True,0,5,992,True,0,0,2088
2,5,3 0 4 0 4 2 3 1 2 3 1 0 0 4 2 0,True,0,5,992,True,0,0,2088
2,5,0 2 1 4 0 1 3 2 2 0 4 1 0 0 2 3,True,0,5,992,True,0,0,2088
2,5,4 2 3 1 0 1 2 0 1 0 4 2 2 4 0 0,True,0,5,992,True,0,0,2088
2,5,4 0 2 3 2 0 4 1 0 4 0 2 3 2 1 0,True,0,5,992,True,0,0,2088
2,5,1 3 4 2 0 0 0 3 4 0 3 0 3 1 2 4,True,0,5,992,True,0,0,2088
2,5,3 4 2 1 0 1 4 0 4 3 1 0 1 0 0 4,True,0,5,992,True,0,0,2088
2,5,4 2 3 0 0 1 4 2 1 0 2 4 2 4 0 0,True,0,5,992,True,0,0,2088
2,5,2 0 1 4 1 0 3 2 3 2 4 0 4 0 0 3,True,0,5,992,True,0,0,2088
2,6,0 2 3 1 0 0 4 2 0 4 1 3 3 0 0 4,True,0,6,1088,True,0,0,2304
2,6,1 4 2 3 3 0 0 1 2 3 0 4 4 0 0 0,True,0,6,1088,True,0,0,2304
2,6,2 1 4 0 4 0 0 1 0 0 1 2 1 0 3 4,True,0,6,1088,True,0,0,2304
2,6,2 0 1 4 0 0 2 3 0 2 4 1 4 1 0 0,True,0,6,1088,True,0,0,2304
2,6,1 4 0 0 0 0 4 1 2 0 1 4 4 0 3 2,True,0,6,1088,True,0,0,2304
2,6,0 0 4 0 0 1 2 3 0 2 3 0 3 4 1 2,True,0,6,1088,True,0,0,2304
2,6,2 0 0 1 3 0 4 2 4 0 1 3 0 0 2 4,True,0,6,1088,True,0,0,2304
2,6,4 0 0 3 0 3 0 1 3 2 1 0 1 0 3 2,True,0,6,1088,True,0,0,2304
2,6,0 0 4 1 4 0 0 3 3 0 1 2 1 0 3 4,True,0,6,1224,True,0,0,2304
2,6,0 4 3 1 0 3 2 4 0 0 1 3 0 0 4 2,True,0,6,1088,True,0,0,2304
2,6,3 1 0 4 0 4 3 1 4 3 0 0 0 2 4 0,True,0,6,1088,True,0,0,2304
2,6,2 0 0 1 1 0 2 3 3 2 0 4 0 1 3 0,True,0,6,1088,True,0,0,2664
2,6,0 4 2 3 0 0 4 0 4 1 3 2 0 2 1 0,True,0,6,1088,True,0,0,2448
2,6,1 2 0 4 3 4 1 2 2 1 0 0 4 0 0 0,True,0,6,1088,True,0,0,2304
2,6,4 3 1 2 1 0 0 3 0 0 3 0 0 4 2 1,True,0,6,1088,True,0,0,2304
2,6,4 0 2 0 2 3 1 0 3 2 4 0 1 0 0 2,True,0,6,1088,True,0,0,2304
2,6,1 0 2 4 0 4 3 1 0 0 4 2 4 0 1 0,True,0,6,1088,True,0,0,2304
